date,temperature,humidity,season,time_of_day,num_people,num_children,appliance_count,weekend,energy_kWh
2024-08-14 00:00:00,14.2,75.2,Summer,Night,4,2,12,0,1.27
2024-08-14 04:00:00,14.0,73.7,Summer,Night,8,4,18,0,2.42
2024-08-14 08:00:00,26.0,69.9,Summer,Morning,5,2,13,0,4.82
2024-08-14 12:00:00,23.2,72.0,Summer,Afternoon,3,1,9,0,1.74
2024-08-14 16:00:00,25.1,60.3,Summer,Afternoon,7,2,20,0,4.4
2024-08-14 20:00:00,23.9,75.4,Summer,Evening,5,2,13,0,5.75
2024-08-15 00:00:00,19.6,69.8,Summer,Night,4,1,15,0,1.69
2024-08-15 04:00:00,20.8,77.1,Summer,Night,7,3,19,0,2.25
2024-08-15 08:00:00,28.3,59.0,Summer,Morning,3,1,13,0,4.3
2024-08-15 12:00:00,30.7,71.1,Summer,Afternoon,3,0,9,0,2.69
2024-08-15 16:00:00,25.8,72.6,Summer,Afternoon,8,4,18,0,4.49
2024-08-15 20:00:00,29.1,61.4,Summer,Evening,7,2,20,0,11.52
2024-08-16 00:00:00,16.0,69.5,Summer,Night,3,1,11,0,1.16
2024-08-16 04:00:00,20.4,66.1,Summer,Night,7,2,20,0,2.2
2024-08-16 08:00:00,20.4,75.7,Summer,Morning,6,1,19,0,4.4
2024-08-16 12:00:00,29.2,70.3,Summer,Afternoon,7,2,20,0,5.48
2024-08-16 16:00:00,28.1,77.1,Summer,Afternoon,3,2,9,0,2.13
2024-08-16 20:00:00,28.2,70.0,Summer,Evening,6,4,20,0,11.99
2024-08-17 00:00:00,23.1,74.2,Summer,Night,6,4,15,1,2.45
2024-08-17 04:00:00,18.3,77.9,Summer,Night,9,4,20,1,2.75
2024-08-17 08:00:00,22.7,73.5,Summer,Morning,1,0,6,1,1.63
2024-08-17 12:00:00,29.5,66.7,Summer,Afternoon,6,1,15,1,5.64
2024-08-17 16:00:00,35.7,63.9,Summer,Afternoon,6,4,15,1,7.31
2024-08-17 20:00:00,29.9,68.1,Summer,Evening,4,1,11,1,7.04
2024-08-18 00:00:00,16.2,76.6,Summer,Night,4,1,12,1,1.54
2024-08-18 04:00:00,23.0,66.8,Summer,Night,5,3,13,1,2.11
2024-08-18 08:00:00,19.8,74.8,Summer,Morning,7,2,20,1,6.36
2024-08-18 12:00:00,27.2,71.0,Summer,Afternoon,7,3,19,1,6.02
2024-08-18 16:00:00,25.6,63.5,Summer,Afternoon,1,0,7,1,1.69
2024-08-18 20:00:00,28.2,72.1,Summer,Evening,4,1,15,1,8.21
2024-08-19 00:00:00,16.0,73.4,Summer,Night,8,4,20,0,2.3
2024-08-19 04:00:00,20.5,68.6,Summer,Night,5,0,19,0,1.99
2024-08-19 08:00:00,25.0,70.6,Summer,Morning,7,2,20,0,7.09
2024-08-19 12:00:00,27.6,66.7,Summer,Afternoon,3,0,13,0,3.05
2024-08-19 16:00:00,33.6,68.7,Summer,Afternoon,7,4,20,0,6.96
2024-08-19 20:00:00,30.3,67.6,Summer,Evening,3,2,12,0,6.62
2024-08-20 00:00:00,19.2,64.1,Summer,Night,6,2,17,0,1.77
2024-08-20 04:00:00,18.3,71.3,Summer,Night,8,3,17,0,2.0
2024-08-20 08:00:00,20.5,69.1,Summer,Morning,7,3,20,0,5.7
2024-08-20 12:00:00,28.9,72.0,Summer,Afternoon,4,0,14,0,3.77
2024-08-20 16:00:00,34.8,71.5,Summer,Afternoon,8,4,18,0,7.11
2024-08-20 20:00:00,24.6,67.6,Summer,Evening,4,1,12,0,4.98
2024-08-21 00:00:00,23.0,66.7,Summer,Night,8,3,19,0,2.58
2024-08-21 04:00:00,15.4,64.5,Summer,Night,6,4,18,0,2.06
2024-08-21 08:00:00,23.7,66.3,Summer,Morning,8,3,19,0,6.48
2024-08-21 12:00:00,30.8,66.6,Summer,Afternoon,6,1,20,0,6.24
2024-08-21 16:00:00,28.4,62.3,Summer,Afternoon,5,2,14,0,3.71
2024-08-21 20:00:00,27.5,73.7,Summer,Evening,4,1,16,0,7.38
2024-08-22 00:00:00,18.3,73.3,Summer,Night,7,4,16,0,1.8
2024-08-22 04:00:00,15.9,72.1,Summer,Night,1,0,7,0,0.66
2024-08-22 08:00:00,28.4,68.9,Summer,Morning,5,3,12,0,5.6
2024-08-22 12:00:00,27.8,70.7,Summer,Afternoon,7,4,16,0,4.48
2024-08-22 16:00:00,29.7,71.8,Summer,Afternoon,3,1,13,0,3.45
2024-08-22 20:00:00,26.4,73.6,Summer,Evening,4,1,14,0,5.34
2024-08-23 00:00:00,15.0,71.4,Summer,Night,5,1,14,0,1.59
2024-08-23 04:00:00,24.3,69.5,Summer,Night,6,2,20,0,2.77
2024-08-23 08:00:00,23.3,71.4,Summer,Morning,3,1,10,0,2.69
2024-08-23 12:00:00,30.6,67.4,Summer,Afternoon,5,1,13,0,3.82
2024-08-23 16:00:00,28.2,73.4,Summer,Afternoon,4,2,15,0,3.72
2024-08-23 20:00:00,29.9,74.7,Summer,Evening,6,2,20,0,11.11
2024-08-24 00:00:00,24.8,71.8,Summer,Night,7,3,20,1,3.35
2024-08-24 04:00:00,15.2,68.4,Summer,Night,3,0,9,1,1.33
2024-08-24 08:00:00,31.8,70.5,Summer,Morning,6,2,16,1,9.92
2024-08-24 12:00:00,28.8,70.8,Summer,Afternoon,6,3,16,1,4.96
2024-08-24 16:00:00,35.3,61.9,Summer,Afternoon,5,1,12,1,5.36
2024-08-24 20:00:00,24.2,72.1,Summer,Evening,5,0,15,1,6.45
2024-08-25 00:00:00,20.4,68.7,Summer,Night,4,1,13,1,1.62
2024-08-25 04:00:00,19.2,75.5,Summer,Night,3,1,11,1,1.35
2024-08-25 08:00:00,23.8,72.9,Summer,Morning,8,4,17,1,8.02
2024-08-25 12:00:00,36.7,67.6,Summer,Afternoon,2,0,9,1,4.02
2024-08-25 16:00:00,30.2,68.6,Summer,Afternoon,3,0,9,1,3.17
2024-08-25 20:00:00,24.1,59.6,Summer,Evening,4,0,16,1,5.67
2024-08-26 00:00:00,21.4,65.0,Summer,Night,7,3,18,0,2.15
2024-08-26 04:00:00,18.9,71.2,Summer,Night,1,0,7,0,0.61
2024-08-26 08:00:00,29.8,76.2,Summer,Morning,9,4,19,0,10.53
2024-08-26 12:00:00,24.9,72.9,Summer,Afternoon,5,4,13,0,2.81
2024-08-26 16:00:00,27.4,78.3,Summer,Afternoon,6,2,20,0,4.66
2024-08-26 20:00:00,27.8,69.6,Summer,Evening,2,1,9,0,3.98
2024-08-27 00:00:00,19.1,71.6,Summer,Night,3,1,9,0,0.92
2024-08-27 04:00:00,23.1,77.7,Summer,Night,3,0,13,0,1.57
2024-08-27 08:00:00,29.6,67.8,Summer,Morning,6,3,20,0,9.64
2024-08-27 12:00:00,31.9,63.0,Summer,Afternoon,4,3,16,0,4.41
2024-08-27 16:00:00,28.7,70.5,Summer,Afternoon,4,2,11,0,2.91
2024-08-27 20:00:00,31.3,73.7,Summer,Evening,8,4,20,0,14.95
2024-08-28 00:00:00,19.1,67.6,Summer,Night,8,4,18,0,2.1
2024-08-28 04:00:00,20.8,74.2,Summer,Night,2,1,10,0,1.01
2024-08-28 08:00:00,24.9,69.6,Summer,Morning,1,0,7,0,1.79
2024-08-28 12:00:00,29.0,71.0,Summer,Afternoon,5,3,13,0,3.67
2024-08-28 16:00:00,26.9,71.0,Summer,Afternoon,6,1,20,0,4.77
2024-08-28 20:00:00,20.2,69.4,Summer,Evening,5,2,13,0,4.36
2024-08-29 00:00:00,22.8,70.1,Summer,Night,5,4,17,0,2.12
2024-08-29 04:00:00,18.8,70.1,Summer,Night,4,0,11,0,1.3
2024-08-29 08:00:00,30.7,68.9,Summer,Morning,6,4,18,0,10.26
2024-08-29 12:00:00,29.1,64.5,Summer,Afternoon,8,4,20,0,6.02
2024-08-29 16:00:00,29.4,65.6,Summer,Afternoon,4,1,14,0,3.68
2024-08-29 20:00:00,28.3,66.9,Summer,Evening,7,4,17,0,11.38
2024-08-30 00:00:00,20.5,73.3,Summer,Night,4,2,13,0,1.5
2024-08-30 04:00:00,19.6,64.5,Summer,Night,8,4,17,0,2.06
2024-08-30 08:00:00,23.1,70.0,Summer,Morning,5,1,14,0,3.99
2024-08-30 12:00:00,40.3,61.9,Summer,Afternoon,4,3,13,0,5.71
2024-08-30 16:00:00,31.0,66.1,Summer,Afternoon,6,2,17,0,5.21
2024-08-30 20:00:00,28.3,65.7,Summer,Evening,4,3,16,0,8.64
2024-08-31 00:00:00,16.6,73.5,Summer,Night,4,1,16,1,1.86
2024-08-31 04:00:00,20.1,70.7,Summer,Night,3,0,10,1,1.21
2024-08-31 08:00:00,31.3,71.7,Summer,Morning,5,0,13,1,6.69
2024-08-31 12:00:00,34.2,69.2,Summer,Afternoon,7,2,20,1,8.84
2024-08-31 16:00:00,30.6,60.6,Summer,Afternoon,2,0,9,1,2.73
2024-08-31 20:00:00,23.9,65.5,Summer,Evening,3,1,11,1,4.63
2024-09-01 00:00:00,9.8,55.7,Fall,Night,1,0,7,1,0.86
2024-09-01 04:00:00,7.7,57.0,Fall,Night,8,3,17,1,3.18
2024-09-01 08:00:00,11.5,51.7,Fall,Morning,7,3,20,1,6.56
2024-09-01 12:00:00,21.3,59.6,Fall,Afternoon,7,4,20,1,3.6
2024-09-01 16:00:00,19.7,57.9,Fall,Afternoon,2,0,9,1,1.24
2024-09-01 20:00:00,17.2,46.1,Fall,Evening,3,0,9,1,2.06
2024-09-02 00:00:00,8.4,58.7,Fall,Night,6,4,14,0,1.88
2024-09-02 04:00:00,10.7,56.1,Fall,Night,7,2,20,0,2.13
2024-09-02 08:00:00,13.7,61.6,Fall,Morning,9,4,19,0,5.5
2024-09-02 12:00:00,17.1,46.5,Fall,Afternoon,6,3,16,0,2.06
2024-09-02 16:00:00,23.4,62.8,Fall,Afternoon,6,4,20,0,2.96
2024-09-02 20:00:00,15.4,50.7,Fall,Evening,3,1,12,0,2.53
2024-09-03 00:00:00,12.8,57.5,Fall,Night,8,3,20,0,1.95
2024-09-03 04:00:00,12.6,52.7,Fall,Night,7,2,20,0,2.07
2024-09-03 08:00:00,15.4,53.0,Fall,Morning,4,2,13,0,2.74
2024-09-03 12:00:00,19.8,45.1,Fall,Afternoon,3,2,13,0,1.47
2024-09-03 16:00:00,17.6,60.2,Fall,Afternoon,4,0,16,0,1.58
2024-09-03 20:00:00,12.3,54.5,Fall,Evening,4,0,15,0,3.41
2024-09-04 00:00:00,9.1,55.8,Fall,Night,6,2,20,0,2.51
2024-09-04 04:00:00,13.4,67.1,Fall,Night,4,2,15,0,1.32
2024-09-04 08:00:00,15.2,59.7,Fall,Morning,3,2,11,0,2.17
2024-09-04 12:00:00,16.7,51.2,Fall,Afternoon,6,4,18,0,2.29
2024-09-04 16:00:00,20.9,50.2,Fall,Afternoon,5,1,18,0,2.23
2024-09-04 20:00:00,16.6,55.8,Fall,Evening,7,4,20,0,6.26
2024-09-05 00:00:00,8.6,60.8,Fall,Night,7,4,20,0,2.51
2024-09-05 04:00:00,11.7,64.8,Fall,Night,2,1,8,0,0.76
2024-09-05 08:00:00,16.6,46.5,Fall,Morning,6,2,16,0,3.46
2024-09-05 12:00:00,15.8,58.4,Fall,Afternoon,6,1,15,0,2.01
2024-09-05 16:00:00,20.8,57.7,Fall,Afternoon,2,1,8,0,0.93
2024-09-05 20:00:00,15.9,50.8,Fall,Evening,1,0,7,0,1.3
2024-09-06 00:00:00,8.1,55.3,Fall,Night,4,1,11,0,1.44
2024-09-06 04:00:00,11.8,47.8,Fall,Night,4,0,12,0,1.18
2024-09-06 08:00:00,16.1,52.2,Fall,Morning,3,1,13,0,2.23
2024-09-06 12:00:00,19.0,55.0,Fall,Afternoon,8,4,20,0,2.55
2024-09-06 16:00:00,16.4,62.5,Fall,Afternoon,2,1,10,0,1.03
2024-09-06 20:00:00,12.0,64.3,Fall,Evening,4,1,14,0,3.64
2024-09-07 00:00:00,10.1,51.3,Fall,Night,6,4,19,1,2.84
2024-09-07 04:00:00,10.4,63.7,Fall,Night,3,0,9,1,1.23
2024-09-07 08:00:00,13.4,45.7,Fall,Morning,1,0,7,1,1.47
2024-09-07 12:00:00,16.3,51.7,Fall,Afternoon,3,0,9,1,1.38
2024-09-07 16:00:00,16.3,53.1,Fall,Afternoon,4,3,12,1,1.92
2024-09-07 20:00:00,13.7,56.6,Fall,Evening,3,0,9,1,2.61
2024-09-08 00:00:00,12.1,56.4,Fall,Night,9,4,20,1,2.56
2024-09-08 04:00:00,11.7,57.8,Fall,Night,7,2,20,1,2.64
2024-09-08 08:00:00,17.5,53.3,Fall,Morning,6,1,15,1,3.19
2024-09-08 12:00:00,16.4,59.4,Fall,Afternoon,4,2,13,1,2.0
2024-09-08 16:00:00,20.3,56.9,Fall,Afternoon,8,4,18,1,3.03
2024-09-08 20:00:00,7.7,55.7,Fall,Evening,7,4,20,1,11.29
2024-09-09 00:00:00,11.2,60.4,Fall,Night,9,4,20,0,2.3
2024-09-09 04:00:00,10.8,66.6,Fall,Night,8,4,20,0,2.42
2024-09-09 08:00:00,13.9,52.0,Fall,Morning,7,3,17,0,4.32
2024-09-09 12:00:00,19.5,62.0,Fall,Afternoon,9,4,20,0,2.45
2024-09-09 16:00:00,13.9,52.4,Fall,Afternoon,8,4,20,0,2.69
2024-09-09 20:00:00,12.6,62.8,Fall,Evening,3,1,13,0,3.09
2024-09-10 00:00:00,14.1,52.5,Fall,Night,7,3,20,0,1.95
2024-09-10 04:00:00,13.0,59.4,Fall,Night,2,1,9,0,0.84
2024-09-10 08:00:00,13.8,56.3,Fall,Morning,5,1,18,0,3.62
2024-09-10 12:00:00,22.6,43.8,Fall,Afternoon,7,4,17,0,2.62
2024-09-10 16:00:00,21.4,62.7,Fall,Afternoon,6,4,18,0,2.61
2024-09-10 20:00:00,13.5,51.0,Fall,Evening,5,3,13,0,4.25
2024-09-11 00:00:00,9.0,50.4,Fall,Night,3,0,10,0,1.24
2024-09-11 04:00:00,7.7,54.0,Fall,Night,1,0,7,0,0.8
2024-09-11 08:00:00,11.4,68.7,Fall,Morning,1,0,7,0,1.25
2024-09-11 12:00:00,24.7,45.8,Fall,Afternoon,5,1,13,0,2.16
2024-09-11 16:00:00,18.3,54.9,Fall,Afternoon,3,2,9,0,1.19
2024-09-11 20:00:00,12.5,50.1,Fall,Evening,8,3,20,0,6.49
2024-09-12 00:00:00,5.3,53.2,Fall,Night,7,2,20,0,3.14
2024-09-12 04:00:00,2.4,50.8,Fall,Night,3,0,10,0,1.61
2024-09-12 08:00:00,17.1,55.9,Fall,Morning,6,1,20,0,3.38
2024-09-12 12:00:00,21.3,52.3,Fall,Afternoon,7,2,20,0,2.82
2024-09-12 16:00:00,22.5,47.1,Fall,Afternoon,1,0,7,0,0.78
2024-09-12 20:00:00,14.6,59.5,Fall,Evening,3,1,9,0,2.33
2024-09-13 00:00:00,10.6,61.2,Fall,Night,5,4,13,0,1.67
2024-09-13 04:00:00,8.3,59.0,Fall,Night,7,3,18,0,2.44
2024-09-13 08:00:00,13.8,61.2,Fall,Morning,3,1,9,0,1.98
2024-09-13 12:00:00,23.5,50.7,Fall,Afternoon,3,0,13,0,1.83
2024-09-13 16:00:00,18.4,55.6,Fall,Afternoon,4,2,13,0,1.59
2024-09-13 20:00:00,16.1,52.9,Fall,Evening,3,2,13,0,3.1
2024-09-14 00:00:00,9.6,49.1,Fall,Night,4,3,12,1,1.67
2024-09-14 04:00:00,15.3,56.0,Fall,Night,6,4,16,1,1.67
2024-09-14 08:00:00,9.3,57.5,Fall,Morning,7,4,20,1,8.73
2024-09-14 12:00:00,17.3,54.2,Fall,Afternoon,9,4,20,1,3.16
2024-09-14 16:00:00,21.5,54.9,Fall,Afternoon,7,2,20,1,3.28
2024-09-14 20:00:00,20.3,60.5,Fall,Evening,4,0,13,1,3.24
2024-09-15 00:00:00,10.6,55.3,Fall,Night,1,0,7,1,0.82
2024-09-15 04:00:00,8.0,52.3,Fall,Night,6,4,18,1,2.66
2024-09-15 08:00:00,18.0,52.9,Fall,Morning,6,4,20,1,5.19
2024-09-15 12:00:00,20.1,52.8,Fall,Afternoon,8,4,18,1,3.02
2024-09-15 16:00:00,23.6,57.3,Fall,Afternoon,4,2,15,1,2.43
2024-09-15 20:00:00,11.1,56.7,Fall,Evening,3,2,13,1,4.75
2024-09-16 00:00:00,14.2,49.5,Fall,Night,6,1,19,0,1.64
2024-09-16 04:00:00,4.4,62.2,Fall,Night,5,1,18,0,2.81
2024-09-16 08:00:00,14.1,58.5,Fall,Morning,6,2,17,0,4.23
2024-09-16 12:00:00,19.6,54.1,Fall,Afternoon,7,2,20,0,2.52
2024-09-16 16:00:00,21.2,57.9,Fall,Afternoon,6,4,19,0,2.37
2024-09-16 20:00:00,18.2,59.6,Fall,Evening,2,1,9,0,1.84
2024-09-17 00:00:00,6.3,55.7,Fall,Night,7,4,20,0,2.98
2024-09-17 04:00:00,11.2,51.6,Fall,Night,6,2,20,0,2.01
2024-09-17 08:00:00,18.6,53.9,Fall,Morning,3,2,10,0,1.73
2024-09-17 12:00:00,20.3,56.1,Fall,Afternoon,6,1,20,0,2.39
2024-09-17 16:00:00,16.0,54.2,Fall,Afternoon,6,1,14,0,1.9
2024-09-17 20:00:00,18.0,49.2,Fall,Evening,3,2,13,0,2.81
2024-09-18 00:00:00,8.8,57.7,Fall,Night,6,1,17,0,2.26
2024-09-18 04:00:00,8.3,46.8,Fall,Night,6,3,20,0,2.57
2024-09-18 08:00:00,12.1,54.2,Fall,Morning,6,4,18,0,5.2
2024-09-18 12:00:00,19.1,58.0,Fall,Afternoon,7,4,17,0,2.02
2024-09-18 16:00:00,18.9,58.3,Fall,Afternoon,2,1,10,0,1.13
2024-09-18 20:00:00,11.2,37.3,Fall,Evening,4,2,15,0,5.09
2024-09-19 00:00:00,7.9,56.2,Fall,Night,7,2,20,0,2.78
2024-09-19 04:00:00,9.7,59.6,Fall,Night,5,2,13,0,1.54
2024-09-19 08:00:00,12.1,50.0,Fall,Morning,7,2,20,0,4.96
2024-09-19 12:00:00,19.5,51.8,Fall,Afternoon,4,0,15,0,1.81
2024-09-19 16:00:00,20.6,59.3,Fall,Afternoon,3,2,11,0,1.46
2024-09-19 20:00:00,15.7,52.4,Fall,Evening,5,2,14,0,3.53
2024-09-20 00:00:00,12.3,63.8,Fall,Night,2,1,10,0,0.9
2024-09-20 04:00:00,14.5,51.4,Fall,Night,9,4,19,0,1.89
2024-09-20 08:00:00,16.3,61.7,Fall,Morning,7,2,20,0,4.04
2024-09-20 12:00:00,22.0,53.1,Fall,Afternoon,8,4,18,0,2.82
2024-09-20 16:00:00,18.5,49.6,Fall,Afternoon,3,1,11,0,1.29
2024-09-20 20:00:00,17.8,61.2,Fall,Evening,6,4,14,0,3.91
2024-09-21 00:00:00,8.3,51.0,Fall,Night,8,3,19,1,3.01
2024-09-21 04:00:00,12.8,51.7,Fall,Night,3,0,9,1,1.03
2024-09-21 08:00:00,10.9,58.7,Fall,Morning,8,4,20,1,6.92
2024-09-21 12:00:00,20.0,53.9,Fall,Afternoon,4,1,12,1,1.91
2024-09-21 16:00:00,17.7,55.6,Fall,Afternoon,1,0,6,1,0.76
2024-09-21 20:00:00,17.8,52.3,Fall,Evening,6,3,20,1,5.93
2024-09-22 00:00:00,12.1,49.9,Fall,Night,6,2,20,1,2.51
2024-09-22 04:00:00,9.0,53.5,Fall,Night,5,0,13,1,2.02
2024-09-22 08:00:00,21.1,59.8,Fall,Morning,8,4,20,1,5.87
2024-09-22 12:00:00,18.1,47.4,Fall,Afternoon,6,2,17,1,2.56
2024-09-22 16:00:00,13.6,63.6,Fall,Afternoon,9,4,20,1,3.95
2024-09-22 20:00:00,12.7,57.3,Fall,Evening,5,2,13,1,4.81
2024-09-23 00:00:00,6.1,54.7,Fall,Night,1,0,7,0,0.87
2024-09-23 04:00:00,12.5,45.8,Fall,Night,8,4,18,0,1.98
2024-09-23 08:00:00,11.3,46.8,Fall,Morning,5,3,17,0,4.34
2024-09-23 12:00:00,19.2,52.0,Fall,Afternoon,9,4,20,0,2.7
2024-09-23 16:00:00,20.5,51.0,Fall,Afternoon,5,4,13,0,1.67
2024-09-23 20:00:00,15.4,55.5,Fall,Evening,5,1,14,0,3.39
2024-09-24 00:00:00,11.1,64.8,Fall,Night,5,0,19,0,1.98
2024-09-24 04:00:00,12.1,58.5,Fall,Night,4,2,13,0,1.34
2024-09-24 08:00:00,13.9,54.7,Fall,Morning,3,1,9,0,1.9
2024-09-24 12:00:00,13.8,61.5,Fall,Afternoon,8,4,17,0,2.52
2024-09-24 16:00:00,19.7,54.3,Fall,Afternoon,8,3,20,0,2.65
2024-09-24 20:00:00,16.4,62.6,Fall,Evening,7,2,20,0,5.3
2024-09-25 00:00:00,10.8,52.9,Fall,Night,5,0,18,0,1.81
2024-09-25 04:00:00,11.3,50.4,Fall,Night,5,4,13,0,1.58
2024-09-25 08:00:00,13.2,45.5,Fall,Morning,7,2,20,0,4.47
2024-09-25 12:00:00,22.8,52.1,Fall,Afternoon,4,0,14,0,2.12
2024-09-25 16:00:00,10.6,50.1,Fall,Afternoon,3,0,13,0,1.92
2024-09-25 20:00:00,15.4,48.6,Fall,Evening,4,0,11,0,2.43
2024-09-26 00:00:00,14.1,60.4,Fall,Night,6,1,19,0,1.71
2024-09-26 04:00:00,14.7,46.5,Fall,Night,7,3,20,0,1.69
2024-09-26 08:00:00,14.3,55.7,Fall,Morning,6,1,16,0,3.43
2024-09-26 12:00:00,15.8,54.4,Fall,Afternoon,6,1,20,0,2.59
2024-09-26 16:00:00,22.6,53.2,Fall,Afternoon,7,2,20,0,3.0
2024-09-26 20:00:00,14.8,62.0,Fall,Evening,8,3,20,0,6.0
2024-09-27 00:00:00,9.6,52.5,Fall,Night,5,4,13,0,1.55
2024-09-27 04:00:00,6.6,64.4,Fall,Night,6,3,20,0,2.91
2024-09-27 08:00:00,11.3,47.3,Fall,Morning,5,3,13,0,3.83
2024-09-27 12:00:00,20.7,56.5,Fall,Afternoon,8,4,18,0,2.45
2024-09-27 16:00:00,22.8,60.0,Fall,Afternoon,8,3,20,0,3.08
2024-09-27 20:00:00,15.6,34.5,Fall,Evening,3,1,11,0,2.27
2024-09-28 00:00:00,9.6,56.4,Fall,Night,3,1,9,1,1.29
2024-09-28 04:00:00,6.2,57.1,Fall,Night,7,2,20,1,3.63
2024-09-28 08:00:00,10.7,56.6,Fall,Morning,6,1,16,1,4.81
2024-09-28 12:00:00,16.6,63.1,Fall,Afternoon,3,0,13,1,1.85
2024-09-28 16:00:00,17.8,50.3,Fall,Afternoon,4,3,13,1,1.91
2024-09-28 20:00:00,9.9,50.6,Fall,Evening,4,1,15,1,5.58
2024-09-29 00:00:00,11.6,56.4,Fall,Night,8,4,20,1,2.9
2024-09-29 04:00:00,7.2,62.9,Fall,Night,7,2,20,1,3.54
2024-09-29 08:00:00,18.0,56.9,Fall,Morning,7,4,20,1,5.62
2024-09-29 12:00:00,19.8,53.7,Fall,Afternoon,4,1,14,1,2.08
2024-09-29 16:00:00,20.6,52.2,Fall,Afternoon,5,1,18,1,2.66
2024-09-29 20:00:00,20.0,43.5,Fall,Evening,6,1,19,1,5.06
2024-09-30 00:00:00,6.3,60.5,Fall,Night,5,2,18,0,2.59
2024-09-30 04:00:00,14.5,58.7,Fall,Night,7,2,20,0,1.81
2024-09-30 08:00:00,14.1,51.8,Fall,Morning,8,3,20,0,4.78
2024-09-30 12:00:00,28.4,48.7,Fall,Afternoon,3,1,12,0,2.16
2024-09-30 16:00:00,18.5,48.7,Fall,Afternoon,5,2,13,0,1.58
2024-09-30 20:00:00,13.4,59.8,Fall,Evening,3,1,9,0,2.58
2024-10-01 00:00:00,11.4,54.3,Fall,Night,7,3,20,0,2.27
2024-10-01 04:00:00,10.5,55.6,Fall,Night,5,2,13,0,1.53
2024-10-01 08:00:00,12.7,58.8,Fall,Morning,8,3,18,0,5.14
2024-10-01 12:00:00,15.8,56.4,Fall,Afternoon,3,2,11,0,1.38
2024-10-01 16:00:00,24.8,54.9,Fall,Afternoon,3,2,9,0,1.4
2024-10-01 20:00:00,11.5,56.9,Fall,Evening,7,4,16,0,6.05
2024-10-02 00:00:00,11.5,57.1,Fall,Night,5,4,13,0,1.52
2024-10-02 04:00:00,13.8,56.3,Fall,Night,4,2,15,0,1.25
2024-10-02 08:00:00,18.3,56.3,Fall,Morning,4,0,14,0,2.17
2024-10-02 12:00:00,18.3,56.5,Fall,Afternoon,3,0,13,0,1.39
2024-10-02 16:00:00,17.9,48.0,Fall,Afternoon,3,1,9,0,1.09
2024-10-02 20:00:00,13.8,52.4,Fall,Evening,9,4,20,0,7.05
2024-10-03 00:00:00,6.1,56.6,Fall,Night,6,2,17,0,2.57
2024-10-03 04:00:00,12.2,58.1,Fall,Night,5,1,18,0,1.56
2024-10-03 08:00:00,15.1,63.0,Fall,Morning,8,4,17,0,4.87
2024-10-03 12:00:00,23.3,48.4,Fall,Afternoon,7,3,20,0,3.14
2024-10-03 16:00:00,16.0,59.1,Fall,Afternoon,4,1,12,0,1.6
2024-10-03 20:00:00,18.3,51.2,Fall,Evening,1,0,7,0,1.26
2024-10-04 00:00:00,12.9,62.5,Fall,Night,4,0,12,0,1.2
2024-10-04 04:00:00,11.2,65.7,Fall,Night,3,0,10,0,1.02
2024-10-04 08:00:00,8.5,48.2,Fall,Morning,6,1,17,0,4.92
2024-10-04 12:00:00,19.4,52.0,Fall,Afternoon,7,2,20,0,2.55
2024-10-04 16:00:00,24.4,40.4,Fall,Afternoon,3,1,12,0,1.86
2024-10-04 20:00:00,15.9,46.3,Fall,Evening,8,4,20,0,6.43
2024-10-05 00:00:00,12.9,47.5,Fall,Night,6,2,17,1,2.05
2024-10-05 04:00:00,9.5,59.8,Fall,Night,5,0,15,1,2.21
2024-10-05 08:00:00,14.3,57.4,Fall,Morning,9,4,20,1,6.84
2024-10-05 12:00:00,13.9,59.3,Fall,Afternoon,8,4,17,1,3.31
2024-10-05 16:00:00,20.7,56.3,Fall,Afternoon,3,2,9,1,1.53
2024-10-05 20:00:00,18.2,56.5,Fall,Evening,8,3,20,1,6.76
2024-10-06 00:00:00,8.4,57.5,Fall,Night,3,1,13,1,1.88
2024-10-06 04:00:00,11.1,55.5,Fall,Night,6,2,20,1,2.52
2024-10-06 08:00:00,14.1,60.4,Fall,Morning,7,2,20,1,5.3
2024-10-06 12:00:00,20.6,53.4,Fall,Afternoon,8,3,20,1,3.16
2024-10-06 16:00:00,16.8,57.1,Fall,Afternoon,1,0,7,1,0.75
2024-10-06 20:00:00,17.8,42.5,Fall,Evening,7,4,20,1,6.53
2024-10-07 00:00:00,12.1,50.0,Fall,Night,8,4,20,0,2.15
2024-10-07 04:00:00,1.5,63.9,Fall,Night,3,0,9,0,1.66
2024-10-07 08:00:00,16.3,51.3,Fall,Morning,6,1,19,0,3.52
2024-10-07 12:00:00,23.6,45.4,Fall,Afternoon,5,0,12,0,1.86
2024-10-07 16:00:00,15.8,58.0,Fall,Afternoon,7,3,20,0,2.49
2024-10-07 20:00:00,16.2,54.6,Fall,Evening,4,0,15,0,2.67
2024-10-08 00:00:00,14.6,53.1,Fall,Night,5,0,13,0,1.24
2024-10-08 04:00:00,9.6,64.2,Fall,Night,4,0,11,0,1.28
2024-10-08 08:00:00,18.4,60.7,Fall,Morning,6,3,20,0,3.93
2024-10-08 12:00:00,19.1,52.8,Fall,Afternoon,1,0,6,0,0.66
2024-10-08 16:00:00,20.7,56.9,Fall,Afternoon,7,3,20,0,2.53
2024-10-08 20:00:00,14.4,44.0,Fall,Evening,6,1,19,0,4.78
2024-10-09 00:00:00,8.7,62.4,Fall,Night,1,0,7,0,0.71
